,answers
76,"Part 1: Linear genomes cannot replicate the very ends of the DNA strands, known as the end-replication problem.

Part 2:
- DNA polymerases cannot fully replicate the ends of linear DNA, leading to gradual shortening.
- Retroviruses use reverse transcription to add repeated sequences to the ends of the DNA.
- This process helps maintain the integrity of the genome during replication.

Part 3: C"
77,"Part 1: Job satisfaction seems to increase considerably with an increase in wages.

Part 2:
- Financial compensation is a significant factor influencing job satisfaction.
- Higher wages can lead to improved morale and motivation.
- Increased wages often correlate with a sense of being valued and appreciated.
- While other factors also play a role, financial compensation is a key driver.

Part 3: I"
78,"Part 1: The frequency of the $J=5$ to 6 absorption is 315.2 GHz.

Part 2:
- Rotational transitions in diatomic molecules are evenly spaced in frequency.
- The frequency difference between consecutive transitions is constant.
- The $J=2$ to 3 transition is at 126.4 GHz, so the $J=3$ to 4 transition is at 126.4 GHz more, and so on.
- Calculating stepwise, the $J=5$ to 6 transition is three steps from $J=2$ to 3, resulting in 315.2 GHz.

Part 3:
A"
79,"Part 1: The constant heat flux and wall temperature are 31.0 Btu/hr-ft² and 242°F.

Part 2:
- The heat flux is calculated based on the energy required to raise the air temperature from 65°F to 210°F.
- The wall temperature is determined by the heat transfer characteristics and the length of the tube.
- The given options are evaluated to find the closest match to the calculated values.

Part 3:  
B"
80,"Part 1: The wavelengths are decreased by a factor of 9.

Part 2:
- The emission spectrum of a hydrogen-like ion is determined by the nuclear charge.
- For a doubly ionized lithium atom, the effective nuclear charge is three times that of hydrogen.
- The wavelengths in the spectrum are inversely proportional to the square of the nuclear charge.
- Therefore, the wavelengths are decreased by the square of 3, which is 9.

Part 3: I"
81,"Part 1: The enthalpy change at 125.0°C is 132.9 kJ mol⁻¹.

Part 2:
- The reaction is endothermic, so the enthalpy change increases with temperature.
- The change in enthalpy can be calculated using the heat capacities of the reactants and products.
- The temperature change from 298.15 K to 398.15 K affects the enthalpy change.
- The calculated value matches the option provided.

Part 3:  
D"
82,"Part 1: Strong organizational culture is correlated with high levels of job performance.

Part 2:
- Strong organizational culture often aligns employees with the organization's goals.
- It can enhance motivation and engagement among employees.
- Employees are more likely to perform well when they feel connected to the organization's values.

C"
83,"Part 1: Lowering long-term rates stimulates the domestic economy, while raising short-term rates encourages foreign investment.

Part 2:
- Lowering long-term rates makes borrowing cheaper, encouraging investment and spending in the domestic economy.
- Raising short-term rates can attract foreign investors seeking higher returns, increasing foreign investment.
- This strategy balances stimulating domestic growth while maintaining currency stability.
- It helps manage inflation by controlling the money supply through short-term rate adjustments.

Part 3: D"
84,"Part 1: Schools must provide non-discriminatory tests based on race.

Part 2:
- The case focused on the use of intelligence tests that were biased against African American students.
- It highlighted the need for fair assessment tools in educational settings.
- The ruling emphasized the importance of equality in educational testing.

A"
85,"Part 1: Smith's action is an example of killing.

Part 2:  
- The thought experiment contrasts active killing with passive letting die.  
- Smith's action involves direct physical intervention leading to death.  
- The scenario is designed to highlight moral differences between active and passive actions.  

Part 3: I"
86,"Part 1: The energy released in the reaction is 4.65 × 10^-6 ergs.

Part 2:
- Calculate the mass defect by subtracting the sum of the masses of the products from the mass of the reactant.
- Convert the mass defect from atomic mass units to grams using the given conversion factor.
- Use Einstein's equation, E=mc^2, to find the energy released, where c is the speed of light.
- Convert the energy from ergs to the appropriate unit to match the options.

Part 3: F"
87,"Part 1: The spring wire diameter should be 0.28 inches.

Part 2:
- The fatigue loading range and factor of safety are used to determine the required wire diameter.
- The mean coil diameter and material properties of hard-drawn wire influence the calculation.
- A diameter of 0.28 inches provides the necessary strength and safety margin against fatigue failure.

Part 3: C"
88,"Part 1: Mass communication influences our attitudes and beliefs by subtly persuading us to adopt certain views.

Part 2:
- Mass communication often uses subtle techniques to influence our thoughts and behaviors.
- It can shape our perceptions without us being fully aware of it.
- This influence extends beyond just factual information or explicit messages.

Part 3: E"
